,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Springfield Ave & 63rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Louis Ave & 59th St,0,0,0,0,0,2,2,2,0,0,0,0,3,2,1,5,0,2,1,0,0,2,1,0
St Louis Ave & Norman Bobbins Ave,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,2,1,1,0,3,0
St. Louis Ave & Balmoral Ave,4,0,0,0,0,0,1,2,0,6,2,0,4,5,9,22,10,4,7,8,0,2,0,1
St. Louis Ave & Fullerton Ave,6,1,1,1,6,5,4,36,19,8,11,17,19,17,26,28,24,31,21,17,12,16,11,7
State St & 123rd St,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0
State St & 33rd St,9,7,8,0,5,8,8,23,39,28,29,60,96,73,82,82,87,88,84,57,73,28,27,10
State St & 35th St,7,4,1,1,0,0,3,2,9,10,15,21,33,40,35,21,43,48,24,19,14,24,23,14
State St & Kinzie St,22,24,15,9,4,1,17,45,64,58,53,62,71,66,91,100,178,219,129,74,51,58,47,32
Stockton Dr & Wrightwood Ave,11,8,4,0,3,10,49,77,105,64,99,94,90,104,93,103,143,202,178,107,87,59,28,7
Stony Is Ave & 73rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stony Island Ave & 64th St,0,1,0,0,0,0,0,2,2,0,0,3,3,5,3,3,10,4,5,6,1,1,2,1
Talman Ave & Addison St,3,1,0,0,0,1,1,1,7,6,14,12,19,27,25,32,45,22,29,18,25,14,26,21
Torrence Ave & 126th Pl,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Tripp Ave & 15th St,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tripp Ave & 31st St,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,0,1,1,0,0,0,1,0
Tripp Ave & 65th St,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,2,0,1,2,1,1,0,0
Troy St & Elston Ave,2,1,0,1,2,0,1,6,9,7,5,11,10,15,9,22,27,14,28,29,17,14,10,4
Troy St & Jackson Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0
Troy St & North Ave,1,4,1,1,0,2,3,10,20,30,26,18,29,26,21,29,30,22,22,27,22,11,3,0
Union Ave & Root St,1,0,1,0,0,2,1,0,0,3,2,1,1,1,2,3,5,3,2,3,1,2,0,1
University Ave & 57th St,21,19,5,5,5,4,5,21,26,80,109,187,236,265,329,368,414,330,257,176,171,127,103,61
University Library (NU),3,0,9,0,0,0,4,0,8,10,10,16,15,28,38,33,55,41,33,33,13,12,9,3
Valli Produce - Evanston Plaza,0,0,3,0,0,0,0,0,3,2,2,4,4,6,5,23,14,17,21,18,6,2,0,0
Vernon Ave & 107th St,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Vernon Ave & 75th St,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0
Vernon Ave & 79th St,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,1,1,0,0
Virginia Ave & Catalpa Ave,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,2,0,1,6,7,2,0,1,0
W 103rd St & S Avers Ave,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0
W Oakdale Ave & N Broadway,3,0,4,0,2,1,7,14,11,7,10,6,9,12,6,3,11,19,14,25,12,15,1,4
W Washington Blvd & N Peoria St,3,1,1,0,0,1,0,3,2,0,2,2,1,5,2,1,2,2,3,1,2,1,1,0
Wabash Ave & 9th St,29,17,25,6,2,20,52,144,64,66,94,83,97,61,81,85,99,145,107,93,69,59,65,52
Walden Pkwy & 100th St,0,0,0,1,0,0,0,0,3,0,2,1,3,2,3,1,2,4,0,1,2,2,0,3
Wallace St & 35th St,4,0,0,1,0,0,16,12,3,7,10,14,17,11,27,17,35,18,12,7,9,20,21,8
Waller Ave & Chicago Ave,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
Walsh Park,9,8,0,0,0,2,15,53,35,31,55,64,72,56,62,74,99,79,99,53,41,24,18,10
Warren Park East,0,0,0,0,0,7,14,8,2,4,2,9,0,20,15,4,6,5,14,15,9,7,2,3
Warren Park West,1,0,0,0,3,4,0,3,2,11,13,11,4,9,7,9,8,15,15,22,9,7,3,1
Washtenaw Ave & Lawrence Ave,0,1,0,1,0,1,19,16,7,11,17,16,12,24,18,13,25,36,30,28,7,8,17,8
Wentworth Ave & 104th St,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0
Western & 28th - Velasquez Institute Vaccination Site,0,0,0,0,0,0,0,0,1,3,0,3,1,4,2,3,5,4,7,7,2,0,0,0
Western Ave & 21st St,1,1,2,0,0,1,4,10,10,6,12,4,6,8,7,4,13,5,12,17,16,2,6,1
Western Ave & 24th St,0,0,0,0,0,1,3,1,10,15,5,3,2,15,3,5,5,2,5,2,5,1,0,2
Western Ave & 62nd St,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0
Western Ave & 79th St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Western Ave & Ardmore Ave,0,0,0,0,0,0,0,1,2,1,1,0,3,4,1,1,4,0,0,4,1,0,0,0
Western Ave & Congress Pkwy,4,0,0,1,1,7,7,8,27,32,20,20,30,19,35,21,27,31,47,32,15,13,17,12
Western Ave & Division St,12,13,4,3,2,1,10,36,56,20,28,31,16,31,41,40,31,56,56,34,30,13,16,9
Western Ave & Grace St,2,1,0,0,0,0,0,3,3,7,2,1,3,1,1,6,1,2,3,3,3,3,3,1
Western Ave & Lake St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Whipple/Irving Park,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,2,0,0
Wolcott (Ravenswood) Ave & Montrose Ave,4,3,0,5,2,1,8,7,30,22,13,30,39,31,32,36,38,46,58,29,23,28,15,13
Wood St & 103rd St,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Yates Blvd & 75th St,3,0,1,0,2,3,0,1,2,3,4,2,0,5,3,3,3,1,1,2,2,1,0,0
