,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Springfield Ave & 63rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
St Louis Ave & 59th St,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,0,0,1,1,1,0,5
St Louis Ave & Norman Bobbins Ave,0,0,1,0,0,1,0,4,0,0,0,2,0,1,0,0,1,3,4,0,0,0,1,2
St. Louis Ave & Balmoral Ave,3,2,0,0,0,0,0,0,1,6,7,5,6,2,8,2,8,11,8,5,2,2,0,1
St. Louis Ave & Fullerton Ave,9,5,1,1,0,1,3,5,9,15,10,12,12,15,18,29,30,39,33,34,26,18,16,13
State St & 123rd St,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3
State St & 33rd St,14,9,16,3,2,6,5,38,42,54,57,63,67,88,72,55,77,80,64,65,63,43,31,35
State St & 35th St,7,1,5,2,2,0,7,15,50,36,21,30,31,42,27,21,30,29,33,22,7,13,6,2
State St & Kinzie St,43,20,8,8,2,5,29,108,187,109,48,59,78,37,80,82,96,139,112,68,74,52,34,25
Stockton Dr & Wrightwood Ave,21,16,11,3,2,2,16,31,49,60,62,78,80,97,111,106,156,214,184,156,114,80,62,19
Stony Is Ave & 73rd St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Stony Island Ave & 64th St,1,0,0,0,0,0,0,0,0,5,0,2,1,6,4,1,3,6,4,4,0,3,1,0
Talman Ave & Addison St,3,2,1,0,1,1,5,32,27,15,13,17,19,16,12,16,20,25,27,40,24,31,15,6
Torrence Ave & 126th Pl,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Tripp Ave & 15th St,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tripp Ave & 31st St,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0
Tripp Ave & 65th St,2,0,1,0,0,0,0,0,0,0,1,1,0,2,1,1,5,2,1,3,2,1,1,0
Troy St & Elston Ave,5,5,1,1,2,0,2,6,3,3,16,15,17,13,22,23,30,36,40,20,17,12,7,3
Troy St & Jackson Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
Troy St & North Ave,16,5,3,0,0,2,1,4,9,13,9,21,20,21,12,14,30,43,24,32,30,23,29,20
Union Ave & Root St,2,0,1,0,0,0,1,3,2,0,3,1,0,1,2,4,8,2,1,3,1,0,0,2
University Ave & 57th St,32,15,6,2,0,12,56,67,188,269,191,214,252,284,268,266,232,237,205,189,175,116,71,43
University Library (NU),2,0,0,0,0,5,1,4,35,27,23,28,21,28,29,26,27,35,29,18,8,11,5,5
Valli Produce - Evanston Plaza,0,0,3,0,0,2,21,7,21,2,7,5,4,4,3,6,3,11,14,3,0,3,0,0
Vernon Ave & 107th St,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0
Vernon Ave & 75th St,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0
Vernon Ave & 79th St,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Virginia Ave & Catalpa Ave,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,2,4,3,5,1,1,1,0
W 103rd St & S Avers Ave,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
W Oakdale Ave & N Broadway,6,1,6,0,2,2,0,5,2,3,4,10,4,10,5,13,15,14,24,29,21,16,8,13
W Washington Blvd & N Peoria St,0,2,0,0,0,0,0,3,1,1,1,0,0,4,1,2,0,2,4,1,3,0,0,0
Wabash Ave & 9th St,38,32,26,22,8,19,21,38,43,69,80,77,65,84,78,84,151,155,103,121,81,76,81,61
Walden Pkwy & 100th St,0,0,0,0,0,0,0,0,1,0,4,0,2,2,0,1,3,3,1,2,2,0,1,1
Wallace St & 35th St,4,6,0,0,0,0,2,22,2,4,9,14,20,16,7,15,22,27,28,24,8,10,12,8
Waller Ave & Chicago Ave,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Walsh Park,4,2,0,2,2,2,22,19,17,17,48,37,63,58,75,59,69,88,103,62,39,29,26,12
Warren Park East,1,0,2,0,1,2,1,2,1,4,3,7,4,6,7,7,5,18,10,18,17,4,5,13
Warren Park West,1,0,0,0,0,0,0,2,4,4,4,9,6,7,5,14,9,13,28,24,10,6,6,0
Washtenaw Ave & Lawrence Ave,8,6,3,0,1,0,1,5,9,11,6,8,13,26,9,26,35,36,26,36,20,15,18,10
Wentworth Ave & 104th St,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0,1,0,0,0
Western & 28th - Velasquez Institute Vaccination Site,2,0,0,2,0,1,7,4,3,2,4,2,1,0,1,3,3,2,4,3,1,0,0,0
Western Ave & 21st St,5,2,2,0,1,1,6,1,3,12,5,2,7,4,6,4,17,18,15,16,5,9,7,11
Western Ave & 24th St,2,1,1,0,0,0,0,6,4,3,4,5,6,0,3,8,7,14,9,4,7,6,17,8
Western Ave & 62nd St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1
Western Ave & 79th St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Western Ave & Ardmore Ave,1,0,1,0,0,1,0,0,2,1,0,0,2,2,0,1,2,2,2,2,0,0,2,0
Western Ave & Congress Pkwy,7,2,4,0,4,1,6,16,7,7,8,13,27,15,24,23,44,29,32,54,35,34,21,8
Western Ave & Division St,18,9,5,1,3,1,2,9,18,10,9,10,18,24,33,36,45,56,45,46,31,37,39,17
Western Ave & Grace St,3,2,0,0,0,1,8,1,2,2,1,2,0,1,2,1,6,3,5,6,5,4,3,1
Western Ave & Lake St,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
Whipple/Irving Park,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,1
Wolcott (Ravenswood) Ave & Montrose Ave,14,9,2,4,10,4,6,15,23,10,16,31,34,27,32,37,35,53,40,44,26,27,23,21
Wood St & 103rd St,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,2
Yates Blvd & 75th St,0,0,2,0,0,1,0,0,1,0,1,2,0,2,3,1,3,3,4,3,0,1,3,2
